content,score,,,,,,
"kurang suka sama versi terbaru di whatsapp,di bagian sttus cerita tidak urut waktunya dan kurang bagus untuk tampilan terbarunya semoga segera diupdate yang lebih baik lagii ya min",4,,,,,,
sangattt bagussssssss,5,,,,,,
"Woi wasap, fitur 1 kli liat apus lah",1,,,,,,
BABI GARA GARA LO PACAR GUA MARAH JDIANSBS,1,,,,,,
Moga aman,5,,,,,,
sangat cocok,5,,,,,,
"Aku gw tiba"" kena blockir GK jelas",1,,,,,,
"Wa saya kenapa kena spam padahal no baru wa baru cuman email aja yg lama karena hp hilang "" Jgn gini lah sistem nya padahal ada grub kerja disitu tolong kebijakan nya mana saya mau laporan di grub kalo gini saya merasa di rugikan bukan malah membantu sistem kalian kalo no saya gunakan tuk penipuan baru di giniin ini untuk cari rezeki halal e malah gini kan rugi syaa gak bisa laporan menghambat !",1,,,,,,
kalo telp suka mati sendiri,1,,,,,,
Baik,3,,,,,,
"Mekanik muda, Bengkel motor 🛠️",5,,,,,,
Mudah digunakan,3,,,,,,
"Wa rusak telpon mati sendiri padahal belum ngapa ngapain bodoh, rusak malah nambah emosi saja tolong dibenerin itu nelpon orang 20 kali baru bisa normal",1,,,,,,
Wih bisa vc,5,,,,,,
Sangat bagus,5,,,,,,
nice,5,,,,,,
Kode wa,2,,,,,,
Lumayan,4,,,,,,
Bagus,5,,,,,,
ok,5,,,,,,
Mantap,5,,,,,,
"Kecewa sama whatsapp, cadangan chat saya tidak bisa di pulihkan, padahal ada 10.27 gb besaran cadangan di google drive",1,,,,,,
Sangat bangsu,5,,,,,,
"Mimin, kalo bisa bikin fitur live streaming dong biar makin seru ✨ Ayoo bikin New fitur live streaming untuk update selanjutnya 🫶🏼",5,,,,,,
Kurang suka sama pembaruan WA Sekarang. Kembalikan wa yg dulu. Pembaruan post sw nya juga ga teratur kadang di tengah kadang di paling bawah. Susunan SW nya juga lebih enak seperti yg dulu. Yg sekarang kurang jadi ga teratur semuanya,1,,,,,,
"Tolong tambahin filter pas Video call biar makin Bagus dan juga buat pilihan bikin Sttus foto atau video agar bisa HD ,nggak ngecrop.. sumpah burik bnget kalau gak kaya gitu...",3,,,,,,
GAJELAS BIKIN GRUP BUAT SKOLAH AJA KE BAND LAWAK ANYINH,1,,,,,,
Karena aplikasi ini sangat penting,5,,,,,,
Mantap,5,,,,,,
👍,5,,,,,,
Wasap,2,,,,,,
Ok bagus ni,5,,,,,,
bagus,5,,,,,,
Yayayay,5,,,,,,
Kerja buruh,5,,,,,,
BIKIN ORANG BERANTEM AJA LU😡😡,1,,,,,,
nomer saya di blokir padahal saya kerja sebagai kurir shopee expres ..jadi nomer itu buat kirim pesan buat customer,1,,,,,,
WhatsApp saya terblokir terus gimana ni ga jelas aplikasi ni,1,,,,,,
Kok gaada likenya padahal udah di update beberapakali tapi tetep aja gaada,3,,,,,,
"semakin membingungkan, masih bagus settingan story wa 2 update an sebelumnya, setelah update status terbaru acak, skrg update cm bulat gambar profil org saja berjajar",4,,,,,,
mantapp,5,,,,,,
sangat jelek pelayananya dipersulit mau masuknya padahal udah sesuai prosedur,1,,,,,,
kontolodon,1,,,,,,
"Kurang suka sama yang sekarang, untuk pembaruan status jadi berantakan. Lebih suka yang versi duluu.",1,,,,,,
Bubble chat wa di ganti seharusnya seperti iphone,1,,,,,,
WhatsApp sekarang suka ada spam melulu aneh padahal tidak melakukan apapun tolong di perbaiki.,1,,,,,,
Update mulu donlot ulang uniistal bosenn,2,,,,,,
"Mending gk ush download, gw udh kena 4 kali suspend padahal gk ngapa²in, dan gw lagi chat temen gw tiba² muncul AKUN INI TIDAK BISA MENGGUNAKAN WHATSAPP KARENA SPAM. Padahal gw gk sama sekali spam cuman chat temen gw, gk guna nih aplikasi padahal bsk ulangan pake hp.",1,,,,,,
Iyessss,5,,,,,,
Aplikasi nya jelek bngett,1,,,,,,
Ok,2,,,,,,
Akun saya setiap mau ngechat nomor whatsapp lain yang tidak terdaftar dikontak saya akun whatsapp saya selalu terblokir karena spam padahal saya tidak melakukan spam tersebut jadi untuk kedepannya tolong masalah serupa diperbaiki 🙏🙏,2,,,,,,
Kepada pihak WhatsApp messenger mengapa aplikasi WhatsApp saya tiba tiba oada tanggal dan waktu berubah menjadi tidak akurat,3,,,,,,
Saya Suprayitno dengan kehidupan yg serba susah. Rumah tidak punya. Ber tinggal di gubuk bersama adik yg sudah keluarga juga. Tidak pernah dapat bantuan dr pemerintah berbentuk apa pun.,5,,,,,,
Faryanti benlyotamk👍👍👍,5,,,,,,
Message terbaik,5,,,,,,
status saya fiturnya madih bulat belum kaya facebook,3,,,,,,
Kenapa susah masuk ke whatsapp sekarang,1,,,,,,
"Akun di D spam WhatsApp knapa ya, meresahkan",2,,,,,,
Sangat baik,5,,,,,,
Bagus',5,,,,,,
"ngirim gambar gk kekirim"",parah nih aplikasi",1,,,,,,
Sangat berman fat,5,,,,,,
Download aplikasi akulaku sangat membantu,5,,,,,,
Tapii ga adaa 5andaa like dii status gmnaa dong,5,,,,,,
Bantu saku memang nyaman,5,,,,,,
Tampilan status versi terbarunya ribet. Tolong beri opsi untuk tampilan status WA lebih sederhana seperti semula.,1,,,,,,
Rani,5,,,,,,
saluran kasih info nama orang e dong ehehe,5,,,,,,
Alhamdulillah,5,,,,,,
Good,5,,,,,,
kenapa susah di bukaaa,2,,,,,,
Kenapa saya tidak bisa nge like status orang lain,4,,,,,,
bagua,5,,,,,,
Aplikasinya sangat bagus dan keren,5,,,,,,
Memang mantap sekali,5,,,,,,
untuk story yg terbaru kok tidak bisa yg update atas sndri.. Jadinya campur... Terima Kasih.,4,,,,,,
Ga jelas dikit lah soalnya aneh setiap masuk keluar lagi,2,,,,,,
Bagus bangett,5,,,,,,
Memulihkan kembali no WhatsApp messenger,3,,,,,,
wa ku penuh sampe nglag parah akhirnya ku apus apusin trus sampe ku uninstall tapi pas install lagi cuman lancar 3 hari habis tuh langsung penuh 11 GB padahal isinya cuman chtn sama foto trus ngelag lagi gtu aja trus ini udh ke berapa kalinya download apus download apus,1,,,,,,
"App ini emng bgus untuk berkomunikasi dengan saudara jauh tapi Saya coba untuk pesan suara waktu itu masih normal, pas tdi sya coba pesan suara ke teman saya tiba tiba suara pesan suara nya grak Grik ga jelas.",4,,,,,,
Apk makin jelek',1,,,,,,
Saya kecewa kasih bintang satu karena cadangan chat nggak bisa di buka karena saya lupa sandinya kenapa sih mesti pakai sandi bikin susah pengguna WhatsApp saja mana sandinya susah diingat kalian benar-benar bikin emosi pihak WhatsApp chat hal penting saya tidak bisa dibuka karena peraturan aplikasi klean agak laen saya mending pindah app aplikasi bikin orang makin muak,1,,,,,,
Terimakasih sangat membantu,5,,,,,,
Lbh baik WA yg lama.....ini pakai wifi ama aja....kirim foto atau video seperti di tengah hujan....jelek bgt....,1,,,,,,
Kurang suka karna tidak ada cewek yg ngechat saya,1,,,,,,
Ok,5,,,,,,
LOVE STORY BELUM MUNCUL😒👊🏾,1,,,,,,
good job,4,,,,,,
Tapi kenapa w ga bisa nge like postingan orang 😭,4,,,,,,
ga bisa buka status yang berbentuk video,2,,,,,,
Karna banyak filtur baru,4,,,,,,
Sangat disayangkan setelah update ke versi terbaru banyak sekali masalah dan whatsap tak berfungsi seperti fungsinya,1,,,,,,
Ok,5,,,,,,
Nice,5,,,,,,
"bintang 1, aku putus lewat wa",1,,,,,,
Saya sudah update beberapa kali kok tidak ke update ya? Tolong di perbaiki ya,5,,,,,,
Baguss,5,,,,,,
belum ada vitur like sw,5,,,,,,
Aplikasi yang Bagus,5,,,,,,
eh tolong dong ini wa gua knp ya masa dri tadi buat nlp menghubungkan ulg??padahal gua udh update tolong yaa di perbaiki,1,,,,,,
Gimanaa inii kok aku gaada fitur love nyaa pokoknya whatsapp hrus tnggung jawab! 😔,2,,,,,,
"Woilah malah nyamain ig,minta update mulu tapi ampas",1,,,,,,
Kenapa skrng pesanan saya slalu hilang,3,,,,,,
Sangat bagus,5,,,,,,
Aplikasi membantu,5,,,,,,
"Kurang suka sama tampilan sekarang Jadi aneh, ko ngga bisa tulis story sekarang hanya bisa uplode video dan foto",2,,,,,,
Saya suka,5,,,,,,
sdh saya update tpi kok ga bisa nglike sw ya?,1,,,,,,
Ribet banget kalo lagi vc mau share screen bagusan vitur lama dibawah semua tinggal mencet lah ini kudu beberapa kali mencet galike. Mo switch kamera belakang juga ribet kalo lagi vc. Ini kalo ada pilihan bintang 0 tak kasih itu sih:),1,,,,,,
Tidak dapat menambah notifikasi,3,,,,,,
Bagus,1,,,,,,
Maaf saya kurangi bintang nya karena desain melihat stori orang tidak bagus Saya ingin desain lama,4,,,,,,
Tolong yg lebihb baik lagi donk...,2,,,,,,
Wow,5,,,,,,
minn punya saya kok blm bisa like story siii padahal punya temen saya udah bisa lohh jangan pilih kasih gitu dong😔😔,2,,,,,,
"WhatsApp, okee, mantaaaap,,,",5,,,,,,
Waspada di blokir,5,,,,,,
Ini kenappa ya wa ak gak bisa memulai panggilan mulu,2,,,,,,
Tolong kami jngn sering ke blokir WhatsApp messenger saya mohon terima kasih,5,,,,,,
Tlong di hapus nape wktu kirim foto yg ada timer nya ☹️,1,,,,,,
"Hallo Whatsapp, akun Whatsapp saya tiba tiba kblokir dan spam tidak diizinkan menggunakan Whatsapp, mohon di tinjau kembali untuk di pulihkan karena saya tidak melakukan spam dan akun Whatsapp saya sangat penting🙏😭😭",1,,,,,,
Knpa aku gak ada love nya dare status saya,2,,,,,,
kenapa aku di belokir permanen,4,,,,,,
Mantul,5,,,,,,
"Tolong tambahin beberapa fitur ini yaitu:sensor terhadap kata kasar kek Roblox,itu aja oke",4,,,,,,
Tidak bisa ta buka wa saya makanya saya kase bintang 1,1,,,,,,
"Halo team WhatsApp tolong munculkan like di status saya, saya sudah menggunakan fitur Terbaru. Terima kasih",5,,,,,,
Tolong untuk akun bertautan hanya bisa 1 akun yg bertaut karena seram s3kali jika orang bisa megang akun kita,2,,,,,,
"Ini kenapa dah pas update saya tidak bisa masuk ke aplikasinya, selalu stuck dan seperti freeze tidak bisa siapa""in. Notif tetep masuk jadi cuma bisa bales dari pop up pesan doang. Udah uninstall+hapus chace tetap gak bisa😡",5,,,,,,
"Hancock ws peng Piro ganti kartu cek ora iso daftar no ,pasti keganjalan nya goro2 spam ,hancooooooom tenan a",1,,,,,,
Baik,5,,,,,,
"sangat bermanfaat, tingkat kan terus",5,,,,,,
masa aku ga bisa like story whatsapp? ga adil banget,1,,,,,,
Josss,5,,,,,,
Akun saya sering kenaspam,1,,,,,,
Makin ribet,1,,,,,,
Oil,5,,,,,,
pelayanan cukup baik,5,,,,,,
LEGION TAKOYE,5,,,,,,
Sangat membantu,5,,,,,,
Harus selalu update ya,5,,,,,,
Baik,5,,,,,,
Sangat baik untuk komuni kasi,5,,,,,,
Sudah guñakan Sejak lama tapi sekarang selalú kena spam agak kecéwa Dan kéberatan,1,,,,,,
Lumayan bagus,5,,,,,,
Tolong jangan di spam,5,,,,,,
Apknya jelek gak ada cewek yg balas chat gua mana grupnya jugha sepi,1,,,,,,
"Perasaan baru kmarin di update ko skrang udh hrus di update aja, blum juga sebulan di update mna sekali update nya gede amat",1,,,,,,
WhatsApp tidak menyediakan mode offline yang bisa ngechet walaupun sedang offline,5,,,,,,
Karena kita bisa menghubungi dan chat orang tua atau teman,5,,,,,,
App nya bagus banget,5,,,,,,
ga ada yg chat,1,,,,,,
Selalu dibutuh dalam hubungan komunikasi,5,,,,,,
Kenapa di HP oppo A77 katanya gunakan WA resmi,1,,,,,,
gudd,5,,,,,,
Ya bagus aja bisa berkomunikasi dengan orang lain,5,,,,,,
"Buat wa saran gua nih ya dr pd bikin saluran mending buat open chat kek line,lebih seru,terus tolong dong temanya jgn itu itu doang,bosen bgt sm temanya yg gtu² doang,perbaikin juga sama kualitas statusnya dong,burik bgt",1,,,,,,
Mohon di tingkatkan lagi donk layanannya,5,,,,,,
Ok sih,5,,,,,,
Admin whatsapp gimana ini udah seminggu saya kena spam terus padahal gak pernah melanggar saya kecewa berat,1,,,,,,
"Gak bisa dibuka, pusing benerinnya",1,,,,,,
"tolong kembalikan fitur WhatsApp seperti dulu, jangan ada spam spam, WhatsApp ini sangat penting untuk sekolah saya🙏🙏",1,,,,,,
Bagus,5,,,,,,
Saya sukaaa,5,,,,,,
sangat berguna,5,,,,,,
Bisnis,5,,,,,,
Bagus banget,5,,,,,,
Ok,5,,,,,,
"Kenapa WhatsApp saya tiba tiba tidak bisa dibuka? Ada tulisan ""akun ini tidak diizinkan menggunakan WhatsApp karena spam"" What?? Spam?? Hey,, saya jarang menggunakan WhatsApp bahkan chat aja cuma 2x sehari,, kenapa tiba tiba kena penalti spam? Apakah apps ini sehat? Aneh kali, saya sudah uninstal, terus download Lg,, bahkan menggunakan akun baru,, masih saja begitu,, ini kenapa??? Ga ada tanggapan,, aneh kali,, search di google pun ga membantu,, padahal saya tidak melakukan pelanggaran apapun,,,",1,,,,,,
bikin sw video kadang burik kadang hd..tapi banyak buriknya tolong diperbaikii.!!,4,,,,,,
"Gak suka versi terbaru,liat status teman jd acak tdk urut sesuai waktu",1,,,,,,
Sangat baik,5,,,,,,
"This application is very helpful for me as an introvert, thank you for making this application.",5,,,,,,
"Kembalikan tampilan status seperti yang kemarin,",1,,,,,,
"saran/usul untuk @admin,update nada ringtone(NSP)nya buat panggilan sama video call,biar gak jenuh sambil nunggu di angkat panggilannya.🙏☺️",3,,,,,,
ITS very good,5,,,,,,
Bagus Oke,5,,,,,,
Terlalu banyak update,1,,,,,,
Buruk banget... Perbaiki lagi ...,1,,,,,,
Pria tidak bercerita!,4,,,,,,
Tak bisa tampilkan apk,5,,,,,,
WhatsApp saya kok belum bisa meng Love kan story orang lain?? Padahal di WhatsApp yang lain sudah bisa? Ini gimana ceritanya kak?,4,,,,,,
Fiturnya mudah,5,,,,,,
Karna memuaskan,5,,,,,,
"Aplikasinya jelek,masa gaada cogan yang nge chat aku :(",2,,,,,,
Oke,4,,,,,,
berguna untuk telpon org/tmn,5,,,,,,
Good,5,,,,,,
"maaf, kenapa story tidak muncul, padahal tidak di privasi, dan juga sudah update WhatsApp. di update malahan semakin buruk, it's bad, tolong perbaiki ini!!! terimakasih.",1,,,,,,
Kenapa saya bisa di spam kenapa yah bisa jelasin gak kenapa,5,,,,,,
"fitur baru untuk membuat stiker sangat jelek, sering digunakan untuk hal negatif tolong di hapus.",1,,,,,,
Luwar biasa,4,,,,,,
Haha,1,,,,,,
Sangat baik digunakan untuk ada kepentingan,5,,,,,,
Tolong gimana WhatsApp gua bisa di blokir padahal aku gk ngelakuin apa apa tolong di perbaiki,4,,,,,,
Kembalikan tampilan status WA seperti semula!,1,,,,,,
update sw video sekarang burik najis,1,,,,,,
Sangat membantu dan mudah,3,,,,,,
Top banget 🥰🥰🥰,5,,,,,,
Ok,5,,,,,,
okay,5,,,,,,
Update terbaru jelek. Pembaruan setatus kacau tidak berurutan. Dan juga foto tidak bisa di unduh.. Tolong di perbaiki lagi. Terimakasih.,1,,,,,,
Spurna,5,,,,,,
App clone keluar sendiri karena crash,5,,,,,,
Aku suka aplikasi ini.,5,,,,,,
WhatsApp sekarang ribet pol padahal bagus buat komunikasi,5,,,,,,
Kurang suka sama versi terbaru nya,1,,,,,,
tolong perbaiki dong min masa aku ngga dikasih fitur terbaru si😕,4,,,,,,
Baik,2,,,,,,
Memuaskan,5,,,,,,
Good job,5,,,,,,
Ini aplikasi makin kesini makin bagus fitur nya. Fitur barunya bikin seru kaya aplikasi lain gitu pokonya bagus hp ga bikin ngeleg lagi semenjak pake aplikasi ini🤩🤩..,5,,,,,,
Jelek,1,,,,,,
Bagus,5,,,,,,
Baik sangat baguss sekalii,5,,,,,,
Aktifkan whatsapp,5,,,,,,
Tampilan story whatsApp yang terbaru sangat merepotkan🙏,3,,,,,,
Sangat baguss,5,,,,,,
sekarang WhatsApp suka memblokir nomor-nomor penting,1,,,,,,
App cukup berguna,4,,,,,,
Ok,5,,,,,,
whatsapp makin ke sini makin tidak bener. Pembaruan nya bikin jelek. Kecewa pake whatsapp sekarang,1,,,,,,
Mantap,5,,,,,,
Gk bisa terupdate,3,,,,,,
Kirain setelah di update makin bagus nyatanya makin buruk,1,,,,,,
Sangatlah puas,5,,,,,,
taii,5,,,,,,
Lancar,5,,,,,,
"Udah ada 10x saya download app whatsapp di google play , kok masih bisa nyuruh download whatsapp yag resmi , yang resmi itu letaknya dimana , dan apa yang membedakan aplikasi palsu dan yang resmi. Saya pengen tau. Coba sih anda pihak play store untuk otomatis download saya pengen tau mana yang asli. Terimakasih",1,,,,,,
Mantap,5,,,,,,
Aplikasi bekerja sangat buruk .. tidak bisa melayani dengan baik .. saya baru membuat akun WhatsApp tiba-tiba terjadi pemblokiran 😡😡😡😠😠,1,,,,,,
Best of the best !!,5,,,,,,
"Maaf, karna banyak bug, tiba tiba kena Spam chat, padahal tidak melakukan spam chat, saya bekerja jadi kurir paket pasti sering mengirim chat untuk penerima paket, kenapa dianggap spam chat, terus waktu masuk lagi malah disuruh mendownload versi asli WhatsApp, padahal juga saya download lewat playstore, resmi kenapa masih juga disuruh download yang resmi, kan aneh",1,,,,,,
🥰🥰🥰,5,,,,,,
"Menjijikkan, lebih bagus versi lama..",1,,,,,,
"Fitul like tidak muncul, anehh goblokkk",1,,,,,,
Untuk komunikasi,5,,,,,,
Bagus suka banget,5,,,,,,
"ckkk perbaiki dulu kualitas story wa nya, ngeblur banget, trus jg kenapa tampilan wa sekarang kaya fb anjir apa apaan",1,,,,,,
Bisa gechet,5,,,,,,
WhatsApp saya kena ke banned mulu GK tau kenapaa udah 4 kali lebih baru kebuka malam nya langsung kena ke banned gimana si WhatsApp hadeh jadi ribet KLO ada apa apa🤬🤬,1,,,,,,
Saya suka sekali sama aplikasi whatsapp,5,,,,,,
"Kenapa sih saya kalo mau update status video suka lama loadingnya padahal jaringan sy bagus dan wa nya juga udh diupdate. Sy kesel bgt dengan cara kerja wa yg tak kompeten padahal udh sy ulang"" tetap gabisa akhirnya gajadi buat status. Kesel bgt dengan wa bgini dlu loading ga lama"" amat ga smpe brp menitan udh terkirim tpi wa sekarang lelet bgtt gasuka bikin badmood aja.",1,,,,,,
Applikasi ini sangat bagus membantu saya untuk menghubungi keluarga atau saudara yang jauh,5,,,,,,
Kenapa akun wa saya kena spam? Tolong perbaiki wa saya,5,,,,,,
"maaf lebih nyaman versi lama, unduhan lancar.",2,,,,,,
Buruk saya tidak bisa menambahkan anggota keluarga saya,1,,,,,,
Berikan kmi whatsApp yang resmi,4,,,,,,
"Sangat baik dn sangat barguna bagi saya, untuk menelpon keluarga 👍",5,,,,,,
Muhhamat Gunaning,5,,,,,,
fitur barunya gada,1,,,,,,
Ya saya sangat suka dengan aplikasi ini,5,,,,,,
kapan rilis live di wa?,1,,,,,,
Sangat membantu,5,,,,,,
baik,5,,,,,,
Kak kok di hen phone aku gk ada vitur baru yng like story WA sedangkan yang lain ada HP ak vivo Y17s,2,,,,,,
Kren,4,,,,,,
Mantap 👍,5,,,,,,
Lanjutkan,5,,,,,,
"plisss ngeselin bgtt masa padahal hp aku sama tmn Akau sama Oppo A16,yg tmn aku udh ada fitur yg like sw tapi yg aku GK ada padahal suka update",2,,,,,,
top,5,,,,,,
"makin jelek aja makin update,chat ga bisa di kunci,ngelag,ngebug,banyak banget masalahnya,baru kali ini gw bener"" pusing sama aplikasi,tolong buat deplover pastiin dulu lah sebelum mau update udah bener apa blm tolong lh kembaliin WhatsApp kayak dulu.",1,,,,,,
baguus,5,,,,,,
Bagus,5,,,,,,
"Ngeselin banget, cadangkan chat seharian gak kelar dan gak jalan2. Stuck di 54% aja padahal signal bangus kuota banyak. Ntah apa setelah di perbarui malah makin error",1,,,,,,
"Dibuat video call sekarang gampang blur dan patah patah, tolong di perbaiki",2,,,,,,
"tolong halangi orang yg suka mengirimkan firtex karena itu sangat menggangu, mohon kerja samanya semoga di respon karna ini sangat menggangu sekali terimakasih",4,,,,,,
tama @ 354 co id,1,,,,,,
Top,5,,,,,,
Zalbacol,5,,,,,,
tolong ya di saya ko ga ada saluran padahal udah di update tapi masi aja gitu dan ada lagi fitur ng like status tapi punya ku ga adaa padahal udah update,1,,,,,,
Lumayan,5,,,,,,
Gak bisa tampil apikasinya,5,,,,,,
menyukai,5,,,,,,
"Tolong hilangkan saluran, sangat mengganggu",2,,,,,,
Menjadi lebih baik,5,,,,,,
Sangat baik,5,,,,,,
Terkadang g jelas,1,,,,,,
engkong tama,5,,,,,,
Bagus 😎👍,5,,,,,,
bagus banget,5,,,,,,
"Pembaruan yang sekarang bikin status morat marit, Amburadul.... Gak update",1,,,,,,
Ok,5,,,,,,
Ok,5,,,,,,
Kundrat meder,4,,,,,,
Tiba2 kena spam chat dan tdk bisa digunakan pdhl sblm nya gak kenapa kenapa??hadeh gmn sih ini,5,,,,,,
Andai ada Siaran Langsung LiveWa Min tapi cuma kontak hp yang sudah di SV aja yang bisa nonton Yang Setuju Untuk Update Baru Nya Nanti Dan Tunggu Aja Min,5,,,,,,
Ni bukan by,5,,,,,,
Baguss poll,5,,,,,,
Ok,5,,,,,,
Tolong hp saya status wa belom kotak kotak,5,,,,,,
Bagus,5,,,,,,
"overall bagus sih, minusnya itu ga semua foto/video bisa di hd in jadi kadang kalo bikin status ada yang sampe burem banget, dan kalau foto/video yang di hd in trus di forward ke channel itu followersnya gabisa nge load foto/video itu",4,,,,,,
Kenapa klo bikin SW gk bsa satu menit y tetap 30 detik pdhl sdh diupdate,4,,,,,,
Bilah status enakan yg lama...yg kebawah depd yg kotak...gak suka ..beneran gk suka,5,,,,,,
tidak bagus sudah,1,,,,,,
Kok makin aneh setwlah pembaruan,5,,,,,,
Bagus👍,4,,,,,,
Ini aku suka wa tapi suka ngebak tolong perbaiki lagi,5,,,,,,
"HAPUS TUH FITUR SEKALI LIAT, CAPEK GUA DI KIRIMIN PAP SEKALI LIAT MULUU ANJGG",2,,,,,,
I like,5,,,,,,
keluar dengan sendirinya 🙁 This app is useful but often exits by itself 😭,1,,,,,,
Sangat menyenangkan dan bisa kita chattingan tanpa ketemuan lagi hehe 👌,5,,,,,,
Baik,5,,,,,,
Kok chat gw gak bisa chat vidio,5,,,,,,
Udah download 10 kali ttp suruh download lagi kenapa kena spam kah,1,,,,,,
anjay bisa janjian main epep bareng,5,,,,,,
Bisa untuk chat orang bagus banget wa ini bisa telfon juga,5,,,,,,
nice,5,,,,,,
ya senang,5,,,,,,
Saya berharap pembaruan nanti layar depan di beranda WhatsApp bisa di ganti wallpaper ya atau di tambah wallpaper,5,,,,,,
